musteri_id;recency_gun;frequency;monetary;ort_sepet;son_islem_ay;son_islem_yil;dominant_kanal;sehir;segment_mevcut;kayip_riski
MUS-12132;89;6;9432.08;1572.01;10;2024;Online;Kayseri;sadık;0
MUS-12046;642;1;307.05;307.05;3;2023;Telefon;İzmir;kayıp;1
MUS-12095;6;6;8643.1;1440.52;12;2024;Online;Kayseri;sadık;0
MUS-12089;72;4;3211.31;802.83;10;2024;Mağaza;İzmir;sadık;0
MUS-10494;458;1;286.06;286.06;9;2023;Online;Bursa;kayıp;1
MUS-12178;8;16;70191.39;4386.96;12;2024;Mağaza;Ankara;şampiyon;0
MUS-11317;73;5;6414.91;1282.98;10;2024;Mağaza;Adana;sadık;0
MUS-11220;277;2;936.59;468.3;3;2024;Mağaza;Adana;riskli;1
MUS-11067;57;7;8844.79;1263.54;11;2024;Telefon;İzmir;sadık;0
MUS-10273;86;9;30650.91;3405.66;10;2024;Mağaza;Antalya;şampiyon;0
MUS-11803;30;3;743.18;247.73;12;2024;Mağaza;Antalya;riskli;1
MUS-12243;14;5;7360.56;1472.11;12;2024;Online;Mersin;sadık;0
MUS-10497;127;5;7746.65;1549.33;8;2024;Online;Bursa;sadık;0
MUS-11589;528;2;324.55;162.28;7;2023;Telefon;Konya;kayıp;1
MUS-10307;6;16;89444.38;5590.27;12;2024;Online;Adana;şampiyon;0
MUS-11256;68;5;5837.83;1167.57;10;2024;Mağaza;Bursa;sadık;0
MUS-12094;97;2;1908.25;954.12;9;2024;Mağaza;İzmir;sadık;0
MUS-10212;3;13;53240.67;4095.44;12;2024;Online;Mersin;şampiyon;0
MUS-11712;7;6;3795.99;632.66;12;2024;Mağaza;Ankara;sadık;0
MUS-10356;8;9;29266.4;3251.82;12;2024;Mağaza;Bursa;şampiyon;0
MUS-10412;35;11;47276.21;4297.84;11;2024;Online;Adana;şampiyon;0
MUS-10915;1;9;58143.25;6460.36;12;2024;Online;İzmir;şampiyon;0
MUS-11357;21;6;7996.05;1332.67;12;2024;Online;İstanbul;sadık;0
MUS-11839;47;4;4009.95;1002.49;11;2024;Online;Konya;sadık;0
MUS-10115;295;1;301.02;301.02;3;2024;Mağaza;Antalya;kayıp;1
MUS-11704;34;6;26033.3;4338.88;11;2024;Online;Mersin;şampiyon;0
MUS-11221;167;2;356.78;178.39;7;2024;Online;Kayseri;kayıp;1
MUS-11796;98;2;847.55;423.77;9;2024;Mağaza;Konya;riskli;1
MUS-10720;17;14;59610.15;4257.87;12;2024;Online;Kayseri;şampiyon;0
MUS-10676;17;2;843.78;421.89;12;2024;Mağaza;Adana;riskli;1
MUS-11328;184;2;818.26;409.13;6;2024;Mağaza;İstanbul;riskli;1
MUS-12311;52;4;1072.27;268.07;11;2024;Online;Kayseri;riskli;1
MUS-12135;14;10;40084.83;4008.48;12;2024;Mağaza;Kayseri;şampiyon;0
MUS-11982;18;3;2683.76;894.59;12;2024;Online;İzmir;sadık;0
MUS-12298;24;5;7412.42;1482.48;12;2024;Online;Mersin;sadık;0
MUS-11943;364;2;468.09;234.04;1;2024;Mağaza;Antalya;riskli;1
MUS-11567;35;6;5634.57;939.09;11;2024;Telefon;İzmir;sadık;0
MUS-11469;354;1;151.22;151.22;1;2024;Telefon;İzmir;kayıp;1
MUS-10931;33;13;71330.92;5486.99;11;2024;Online;Gaziantep;şampiyon;0
MUS-12300;38;6;7309.14;1218.19;11;2024;Online;İzmir;sadık;0
MUS-10561;43;9;38428.15;4269.79;11;2024;Online;Ankara;şampiyon;0
MUS-11750;9;13;61749.54;4749.96;12;2024;Telefon;İzmir;şampiyon;0
MUS-10689;6;6;8168.62;1361.44;12;2024;Online;Mersin;sadık;0
MUS-10670;62;2;836.02;418.01;10;2024;Online;Mersin;riskli;1
MUS-10692;5;8;31706.35;3963.29;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11097;53;7;9133.68;1304.81;11;2024;Mağaza;Ankara;sadık;0
MUS-11212;2;10;37768.53;3776.85;12;2024;Online;İstanbul;şampiyon;0
MUS-10352;173;3;1773.72;591.24;7;2024;Online;Konya;riskli;1
MUS-12010;62;7;9101.75;1300.25;10;2024;Mağaza;Adana;sadık;0
MUS-10928;7;7;10792.93;1541.85;12;2024;Online;Mersin;sadık;0
MUS-10006;45;10;35833.5;3583.35;11;2024;Online;Konya;şampiyon;0
MUS-10771;377;1;348.3;348.3;12;2023;Mağaza;İstanbul;kayıp;1
MUS-12344;14;14;57636.54;4116.9;12;2024;Mağaza;İzmir;şampiyon;0
MUS-11490;28;5;6696.12;1339.22;12;2024;Mağaza;Gaziantep;sadık;0
MUS-10592;129;4;2592.73;648.18;8;2024;Online;Antalya;riskli;1
MUS-10629;6;10;40326.91;4032.69;12;2024;Online;Antalya;şampiyon;0
MUS-12136;58;4;2281.8;570.45;11;2024;Mağaza;Kayseri;riskli;1
MUS-10742;17;6;4143.65;690.61;12;2024;Mağaza;Adana;sadık;0
MUS-11676;30;7;8123.83;1160.55;12;2024;Online;Adana;sadık;0
MUS-12083;61;5;5866.44;1173.29;10;2024;Online;İstanbul;sadık;0
MUS-11409;52;3;1423.5;474.5;11;2024;Mağaza;Adana;riskli;1
MUS-10919;127;4;6811.37;1702.84;8;2024;Online;Konya;sadık;0
MUS-11791;1;2;894.6;447.3;12;2024;Mağaza;İstanbul;riskli;1
MUS-10144;514;1;272.91;272.91;8;2023;Online;Adana;kayıp;1
MUS-10246;79;2;1430.0;715.0;10;2024;Online;İzmir;riskli;1
MUS-11275;29;3;2090.77;696.92;12;2024;Mağaza;Mersin;sadık;0
MUS-11319;28;3;430.61;143.54;12;2024;Online;Bursa;kayıp;1
MUS-11710;94;4;2482.6;620.65;9;2024;Online;Ankara;riskli;1
MUS-11821;59;4;6504.52;1626.13;11;2024;Online;İzmir;sadık;0
MUS-12204;98;5;2755.62;551.12;9;2024;Mağaza;Bursa;riskli;1
MUS-11927;1;6;8040.22;1340.04;12;2024;Online;Gaziantep;sadık;0
MUS-11329;62;4;2834.32;708.58;10;2024;Mağaza;Adana;riskli;1
MUS-12313;55;4;6932.54;1733.13;11;2024;Online;Antalya;sadık;0
MUS-10402;136;5;7104.42;1420.88;8;2024;Mağaza;Kayseri;sadık;0
MUS-12239;245;4;1584.99;396.25;4;2024;Mağaza;Adana;riskli;1
MUS-10170;6;13;67974.02;5228.77;12;2024;Online;İzmir;şampiyon;0
MUS-10317;62;3;1457.92;485.97;10;2024;Mağaza;Antalya;riskli;1
MUS-12105;28;2;2638.71;1319.36;12;2024;Online;Kayseri;sadık;0
MUS-11028;19;7;8009.02;1144.15;12;2024;Telefon;Gaziantep;sadık;0
MUS-10105;31;8;10223.69;1277.96;11;2024;Online;Adana;sadık;0
MUS-10616;2;8;10092.84;1261.61;12;2024;Telefon;Mersin;sadık;0
MUS-10832;11;11;39629.28;3602.66;12;2024;Online;İzmir;şampiyon;0
MUS-10481;22;3;1630.09;543.36;12;2024;Mağaza;İstanbul;riskli;1
MUS-10617;83;9;26690.58;2965.62;10;2024;Online;Gaziantep;şampiyon;0
MUS-11176;9;6;5245.09;874.18;12;2024;Online;Adana;sadık;0
MUS-10448;24;11;45414.42;4128.58;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-11128;232;3;1514.07;504.69;5;2024;Telefon;İzmir;riskli;1
MUS-10457;36;8;39054.34;4881.79;11;2024;Telefon;Antalya;şampiyon;0
MUS-10228;108;1;252.09;252.09;9;2024;Online;İzmir;kayıp;1
MUS-11014;124;3;2888.99;963.0;8;2024;Online;Antalya;sadık;0
MUS-10221;47;4;5638.32;1409.58;11;2024;Mağaza;Mersin;sadık;0
MUS-10679;18;3;824.5;274.83;12;2024;Online;İzmir;kayıp;1
MUS-10993;70;5;6270.59;1254.12;10;2024;Mağaza;İstanbul;sadık;0
MUS-12100;159;3;1451.1;483.7;7;2024;Mağaza;Adana;riskli;1
MUS-12076;66;5;4498.07;899.61;10;2024;Telefon;İzmir;sadık;0
MUS-11615;68;5;4123.18;824.64;10;2024;Online;Antalya;sadık;0
MUS-11735;12;10;38925.93;3892.59;12;2024;Mağaza;Bursa;şampiyon;0
MUS-10469;84;2;349.82;174.91;10;2024;Mağaza;Kayseri;riskli;1
MUS-11538;49;7;6423.89;917.7;11;2024;Online;Konya;sadık;0
MUS-12152;29;6;4551.93;758.66;12;2024;Telefon;Ankara;sadık;0
MUS-11666;117;2;1494.27;747.13;9;2024;Telefon;Konya;riskli;1
MUS-12379;16;8;7552.72;944.09;12;2024;Mağaza;Antalya;sadık;0
MUS-11730;93;4;5510.73;1377.68;9;2024;Online;Adana;sadık;0
MUS-11856;257;1;158.61;158.61;4;2024;Online;Konya;kayıp;1
MUS-11669;12;17;76078.12;4475.18;12;2024;Mağaza;Ankara;şampiyon;0
MUS-12210;10;4;1309.7;327.43;12;2024;Mağaza;Adana;riskli;1
MUS-10673;75;6;7941.34;1323.56;10;2024;Online;Ankara;sadık;0
MUS-11110;111;2;1371.72;685.86;9;2024;Mağaza;İzmir;riskli;1
MUS-10544;37;8;35172.77;4396.6;11;2024;Mağaza;Adana;şampiyon;0
MUS-10035;10;9;9026.14;1002.9;12;2024;Telefon;İzmir;sadık;0
MUS-10927;338;2;405.46;202.73;1;2024;Telefon;Ankara;kayıp;1
MUS-10500;14;4;2071.12;517.78;12;2024;Online;Antalya;riskli;1
MUS-12097;36;10;43642.61;4364.26;11;2024;Online;Antalya;şampiyon;0
MUS-10979;3;2;372.52;186.26;12;2024;Mağaza;Kayseri;kayıp;1
MUS-10466;96;3;1114.31;371.44;9;2024;Mağaza;Bursa;riskli;1
MUS-11840;38;6;6675.35;1112.56;11;2024;Mağaza;Konya;sadık;0
MUS-10477;62;3;4538.26;1512.75;10;2024;Mağaza;Konya;sadık;0
MUS-10357;47;3;488.38;162.79;11;2024;Online;İstanbul;kayıp;1
MUS-11042;127;6;7772.48;1295.41;8;2024;Mağaza;Antalya;sadık;0
MUS-10154;40;9;45616.02;5068.45;11;2024;Mağaza;Gaziantep;şampiyon;0
MUS-12172;12;11;55799.31;5072.66;12;2024;Telefon;Kayseri;şampiyon;0
MUS-10582;137;2;413.98;206.99;8;2024;Online;Konya;riskli;1
MUS-10436;274;2;395.93;197.97;4;2024;Mağaza;İzmir;riskli;1
MUS-11776;5;12;57695.12;4807.93;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-10434;120;5;2026.39;405.28;9;2024;Online;Adana;riskli;1
MUS-11789;1;13;48701.58;3746.28;12;2024;Mağaza;İzmir;şampiyon;0
MUS-10752;16;14;71448.18;5103.44;12;2024;Online;Kayseri;şampiyon;0
MUS-10397;29;5;3425.68;685.14;12;2024;Mağaza;Adana;sadık;0
MUS-10659;27;3;416.89;138.96;12;2024;Mağaza;İstanbul;kayıp;1
MUS-10310;24;13;59599.09;4584.55;12;2024;Online;Gaziantep;şampiyon;0
MUS-10125;29;5;8577.21;1715.44;12;2024;Mağaza;İstanbul;sadık;0
MUS-12062;4;11;57483.76;5225.8;12;2024;Online;Gaziantep;şampiyon;0
MUS-10581;8;11;58664.3;5333.12;12;2024;Online;Bursa;şampiyon;0
MUS-10016;42;2;663.89;331.94;11;2024;Online;Kayseri;kayıp;1
MUS-11752;20;5;5778.75;1155.75;12;2024;Mağaza;Konya;sadık;0
MUS-10083;386;1;34.74;34.74;12;2023;Telefon;Mersin;kayıp;1
MUS-10776;227;1;431.14;431.14;5;2024;Online;Ankara;riskli;1
MUS-11063;54;2;237.82;118.91;11;2024;Mağaza;Mersin;kayıp;1
MUS-10501;61;3;1594.66;531.55;10;2024;Mağaza;Antalya;riskli;1
MUS-12372;21;7;41578.96;5939.85;12;2024;Online;Kayseri;şampiyon;0
MUS-10205;30;5;2653.96;530.79;12;2024;Mağaza;Antalya;riskli;1
MUS-11481;108;4;2311.3;577.83;9;2024;Telefon;Kayseri;riskli;1
MUS-12005;0;14;75032.04;5359.43;12;2024;Online;Gaziantep;şampiyon;0
MUS-12195;328;1;363.02;363.02;2;2024;Mağaza;Gaziantep;riskli;1
MUS-11524;198;3;645.36;215.12;6;2024;Mağaza;Adana;kayıp;1
MUS-11772;51;2;467.19;233.6;11;2024;Mağaza;Ankara;riskli;1
MUS-11059;10;8;37056.0;4632.0;12;2024;Mağaza;Konya;şampiyon;0
MUS-10446;16;8;37214.03;4651.75;12;2024;Online;Gaziantep;şampiyon;0
MUS-12212;20;14;61037.03;4359.79;12;2024;Online;Antalya;şampiyon;0
MUS-11477;120;6;11224.29;1870.72;9;2024;Online;Mersin;sadık;0
MUS-11517;9;13;45891.17;3530.09;12;2024;Online;Adana;şampiyon;0
MUS-11011;23;7;32447.19;4635.31;12;2024;Online;Bursa;şampiyon;0
MUS-12237;11;7;11230.56;1604.37;12;2024;Mağaza;Gaziantep;sadık;0
MUS-11066;23;10;56471.8;5647.18;12;2024;Online;Mersin;şampiyon;0
MUS-10208;416;1;159.85;159.85;11;2023;Telefon;Mersin;kayıp;1
MUS-11915;15;12;46239.51;3853.29;12;2024;Online;İstanbul;şampiyon;0
MUS-11996;1;5;5609.88;1121.98;12;2024;Online;Ankara;sadık;0
MUS-11454;8;8;40431.76;5053.97;12;2024;Online;Adana;şampiyon;0
MUS-11979;81;2;94.16;47.08;10;2024;Mağaza;İstanbul;kayıp;1
MUS-11975;21;9;48588.05;5398.67;12;2024;Telefon;Adana;şampiyon;0
MUS-10611;162;4;7506.48;1876.62;7;2024;Online;Ankara;sadık;0
MUS-12340;21;9;37041.46;4115.72;12;2024;Online;Kayseri;şampiyon;0
MUS-10981;172;3;668.35;222.78;7;2024;Telefon;İzmir;kayıp;1
MUS-10047;14;8;11613.16;1451.64;12;2024;Online;Gaziantep;sadık;0
MUS-11980;329;2;468.63;234.31;2;2024;Online;İzmir;kayıp;1
MUS-12024;34;11;42342.47;3849.32;11;2024;Online;Adana;şampiyon;0
MUS-11519;2;8;4238.16;529.77;12;2024;Mağaza;Antalya;sadık;0
MUS-11122;76;3;1686.0;562.0;10;2024;Mağaza;Bursa;riskli;1
MUS-12231;49;5;2078.89;415.78;11;2024;Telefon;Antalya;riskli;1
MUS-12182;1;5;7058.83;1411.77;12;2024;Online;Kayseri;sadık;0
MUS-11274;18;8;11348.29;1418.54;12;2024;Online;Mersin;sadık;0
MUS-11089;51;9;11389.72;1265.52;11;2024;Online;İstanbul;sadık;0
MUS-10921;16;4;2602.66;650.66;12;2024;Mağaza;Kayseri;riskli;1
MUS-11213;0;9;31666.88;3518.54;12;2024;Mağaza;İzmir;şampiyon;0
MUS-10883;1;8;9751.11;1218.89;12;2024;Telefon;Adana;sadık;0
MUS-10302;43;7;11334.78;1619.25;11;2024;Online;Bursa;sadık;0
MUS-10139;28;2;256.2;128.1;12;2024;Mağaza;Adana;kayıp;1
MUS-11986;23;5;8022.36;1604.47;12;2024;Online;Antalya;sadık;0
MUS-11595;10;4;5553.83;1388.46;12;2024;Online;Antalya;sadık;0
MUS-11908;43;4;1230.13;307.53;11;2024;Online;Adana;riskli;1
MUS-10815;80;4;4753.05;1188.26;10;2024;Telefon;İzmir;sadık;0
MUS-10475;108;3;679.46;226.49;9;2024;Mağaza;İstanbul;kayıp;1
MUS-11007;12;8;8437.75;1054.72;12;2024;Online;Gaziantep;sadık;0
MUS-10962;7;18;84606.52;4700.36;12;2024;Telefon;Kayseri;şampiyon;0
MUS-10686;10;8;9986.25;1248.28;12;2024;Mağaza;Bursa;sadık;0
MUS-10253;53;7;8530.26;1218.61;11;2024;Online;İstanbul;sadık;0
MUS-11623;11;5;2692.11;538.42;12;2024;Mağaza;Ankara;riskli;1
MUS-12093;17;6;29357.01;4892.84;12;2024;Online;Gaziantep;şampiyon;0
MUS-10695;259;3;1889.14;629.71;4;2024;Mağaza;Bursa;riskli;1
MUS-11629;65;6;5351.08;891.85;10;2024;Online;Ankara;sadık;0
MUS-11812;31;12;61352.65;5112.72;11;2024;Telefon;Mersin;şampiyon;0
MUS-11531;247;2;381.72;190.86;4;2024;Mağaza;Gaziantep;riskli;1
MUS-12121;20;11;58633.22;5330.29;12;2024;Online;Kayseri;şampiyon;0
MUS-11292;16;5;4685.06;937.01;12;2024;Mağaza;Bursa;sadık;0
MUS-11194;0;7;6897.23;985.32;12;2024;Telefon;Gaziantep;sadık;0
MUS-12304;148;4;1609.46;402.37;8;2024;Online;İstanbul;riskli;1
MUS-10300;68;5;6130.6;1226.12;10;2024;Mağaza;Bursa;sadık;0
MUS-12180;91;3;564.61;188.2;10;2024;Mağaza;Kayseri;kayıp;1
MUS-10215;61;3;3206.49;1068.83;10;2024;Mağaza;İstanbul;sadık;0
MUS-11244;123;2;936.32;468.16;8;2024;Mağaza;İzmir;riskli;1
MUS-12072;194;3;1736.64;578.88;6;2024;Mağaza;Kayseri;riskli;1
MUS-11400;8;10;36050.17;3605.02;12;2024;Mağaza;Kayseri;şampiyon;0
MUS-12026;30;4;6229.6;1557.4;12;2024;Mağaza;Gaziantep;sadık;0
MUS-11532;359;3;702.66;234.22;1;2024;Mağaza;Mersin;kayıp;1
MUS-10942;1;6;6131.92;1021.99;12;2024;Mağaza;Mersin;sadık;0
MUS-11581;9;15;61273.44;4084.9;12;2024;Telefon;Antalya;şampiyon;0
MUS-11612;252;1;417.36;417.36;4;2024;Mağaza;Konya;riskli;1
MUS-12201;23;9;38903.77;4322.64;12;2024;Online;Gaziantep;şampiyon;0
MUS-10538;396;1;121.72;121.72;12;2023;Mağaza;Ankara;kayıp;1
MUS-12360;34;10;29057.52;2905.75;11;2024;Online;Kayseri;şampiyon;0
MUS-12343;30;2;2557.91;1278.95;12;2024;Mağaza;İzmir;sadık;0
MUS-10729;216;1;105.45;105.45;5;2024;Mağaza;İstanbul;kayıp;1
MUS-10066;39;16;104052.97;6503.31;11;2024;Mağaza;Konya;şampiyon;0
MUS-10394;65;5;3963.64;792.73;10;2024;Online;Gaziantep;sadık;0
MUS-11921;89;6;10764.58;1794.1;10;2024;Online;Bursa;sadık;0
MUS-10488;3;6;2460.44;410.07;12;2024;Mağaza;Adana;sadık;0
MUS-11577;14;5;3006.21;601.24;12;2024;Online;Gaziantep;riskli;1
MUS-10663;150;3;1011.8;337.27;8;2024;Online;Adana;riskli;1
MUS-10060;85;3;1275.91;425.3;10;2024;Mağaza;Konya;riskli;1
MUS-10315;1;9;35199.75;3911.08;12;2024;Mağaza;Bursa;şampiyon;0
MUS-11020;12;6;7930.22;1321.7;12;2024;Mağaza;Mersin;sadık;0
MUS-11427;5;9;40708.57;4523.17;12;2024;Online;Mersin;şampiyon;0
MUS-12082;41;3;1682.74;560.91;11;2024;Online;Kayseri;riskli;1
MUS-11560;227;2;510.26;255.13;5;2024;Mağaza;Konya;kayıp;1
MUS-11703;1;7;4835.63;690.8;12;2024;Online;Bursa;sadık;0
MUS-12251;48;2;1319.93;659.97;11;2024;Online;İzmir;riskli;1
MUS-11227;2;6;24059.18;4009.86;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-11740;0;5;7610.33;1522.07;12;2024;Online;Bursa;sadık;0
MUS-12355;5;8;33563.55;4195.44;12;2024;Mağaza;Adana;şampiyon;0
MUS-10076;3;5;6704.25;1340.85;12;2024;Telefon;Adana;sadık;0
MUS-11218;226;2;1382.12;691.06;5;2024;Online;Antalya;riskli;1
MUS-11104;16;2;523.52;261.76;12;2024;Online;İstanbul;kayıp;1
MUS-10894;64;3;1054.96;351.65;10;2024;Online;İzmir;riskli;1
MUS-10233;22;8;9689.53;1211.19;12;2024;Online;İzmir;sadık;0
MUS-12039;17;15;72553.94;4836.93;12;2024;Online;Kayseri;şampiyon;0
MUS-11124;2;4;4149.51;1037.38;12;2024;Telefon;Adana;sadık;0
MUS-12066;61;7;8177.18;1168.17;10;2024;Online;Antalya;sadık;0
MUS-10399;1;12;49341.27;4111.77;12;2024;Online;Ankara;şampiyon;0
MUS-10610;192;2;94.69;47.34;6;2024;Mağaza;Konya;kayıp;1
MUS-10164;90;3;1835.28;611.76;10;2024;Telefon;Antalya;riskli;1
MUS-11289;61;5;8973.62;1794.72;10;2024;Online;Bursa;sadık;0
MUS-11323;45;6;6436.75;1072.79;11;2024;Online;İzmir;sadık;0
MUS-11107;26;7;7421.76;1060.25;12;2024;Online;İstanbul;sadık;0
MUS-11650;461;1;83.27;83.27;9;2023;Mağaza;Adana;kayıp;1
MUS-11298;31;8;23675.07;2959.38;11;2024;Online;Adana;şampiyon;0
MUS-10210;47;7;45954.66;6564.95;11;2024;Online;Adana;şampiyon;0
MUS-11428;52;5;8577.39;1715.48;11;2024;Telefon;Adana;sadık;0
MUS-10660;48;5;26700.92;5340.18;11;2024;Telefon;İzmir;şampiyon;0
MUS-11570;3;9;41206.21;4578.47;12;2024;Online;Ankara;şampiyon;0
MUS-10977;265;2;1063.06;531.53;4;2024;Online;Adana;riskli;1
MUS-10943;26;4;6188.31;1547.08;12;2024;Online;Kayseri;sadık;0
MUS-10778;5;9;9282.55;1031.39;12;2024;Online;Konya;sadık;0
MUS-11310;23;11;56220.3;5110.94;12;2024;Mağaza;Antalya;şampiyon;0
MUS-10821;105;2;699.13;349.56;9;2024;Online;Ankara;riskli;1
MUS-11466;46;6;4233.01;705.5;11;2024;Online;İzmir;sadık;0
MUS-10129;1;10;39835.91;3983.59;12;2024;Online;İstanbul;şampiyon;0
MUS-11109;3;11;51796.05;4708.73;12;2024;Online;Antalya;şampiyon;0
MUS-12191;2;4;1249.26;312.31;12;2024;Mağaza;Mersin;riskli;1
MUS-12035;78;5;8551.23;1710.25;10;2024;Mağaza;Adana;sadık;0
MUS-10769;85;2;987.11;493.56;10;2024;Mağaza;Kayseri;riskli;1
MUS-12258;106;2;470.73;235.37;9;2024;Online;İstanbul;riskli;1
MUS-11279;176;3;820.46;273.49;7;2024;Mağaza;Mersin;kayıp;1
MUS-10588;74;4;5879.73;1469.93;10;2024;Online;Antalya;sadık;0
MUS-10516;115;4;1315.28;328.82;9;2024;Mağaza;Konya;riskli;1
MUS-10933;18;4;2037.46;509.37;12;2024;Online;Antalya;riskli;1
MUS-10102;3;6;10248.21;1708.03;12;2024;Telefon;Konya;sadık;0
MUS-10750;25;3;5496.75;1832.25;12;2024;Online;Ankara;sadık;0
MUS-10256;298;2;1291.35;645.67;3;2024;Telefon;Ankara;riskli;1
MUS-11833;145;4;2367.34;591.84;8;2024;Mağaza;Kayseri;riskli;1
MUS-11854;157;3;1303.14;434.38;7;2024;Mağaza;Mersin;riskli;1
MUS-12070;182;4;4767.29;1191.82;7;2024;Mağaza;Adana;sadık;0
MUS-11614;157;3;1119.3;373.1;7;2024;Mağaza;Antalya;riskli;1
MUS-10668;0;16;68212.73;4263.3;12;2024;Online;Gaziantep;şampiyon;0
MUS-10345;221;2;615.77;307.88;5;2024;Telefon;Mersin;kayıp;1
MUS-11670;19;4;3794.22;948.56;12;2024;Telefon;Kayseri;sadık;0
MUS-11898;0;5;2824.3;564.86;12;2024;Mağaza;Gaziantep;riskli;1
MUS-11586;11;6;4968.05;828.01;12;2024;Online;Bursa;sadık;0
MUS-11702;8;13;48316.71;3716.67;12;2024;Mağaza;Konya;şampiyon;0
MUS-11852;7;9;37851.43;4205.71;12;2024;Online;Konya;şampiyon;0
MUS-10645;3;8;39485.71;4935.71;12;2024;Mağaza;Antalya;şampiyon;0
MUS-11095;1;5;5842.49;1168.5;12;2024;Online;Ankara;sadık;0
MUS-12017;230;3;1145.46;381.82;5;2024;Telefon;Bursa;riskli;1
MUS-12181;330;3;442.95;147.65;2;2024;Mağaza;Antalya;kayıp;1
MUS-12257;371;1;342.48;342.48;12;2023;Mağaza;Ankara;kayıp;1
MUS-11361;38;5;6005.68;1201.14;11;2024;Mağaza;Konya;sadık;0
MUS-11332;9;3;462.57;154.19;12;2024;Mağaza;Antalya;kayıp;1
MUS-12367;52;4;2985.52;746.38;11;2024;Telefon;Antalya;sadık;0
MUS-10052;15;6;6956.01;1159.34;12;2024;Online;Bursa;sadık;0
MUS-10318;81;2;371.51;185.75;10;2024;Mağaza;Adana;kayıp;1
MUS-11820;23;5;1748.27;349.65;12;2024;Mağaza;Mersin;riskli;1
MUS-11061;62;6;6718.2;1119.7;10;2024;Online;Ankara;sadık;0
MUS-11611;78;3;650.07;216.69;10;2024;Mağaza;Konya;kayıp;1
MUS-11432;57;5;8529.15;1705.83;11;2024;Telefon;İstanbul;sadık;0
MUS-10331;10;5;9907.02;1981.4;12;2024;Online;Adana;sadık;0
MUS-11724;93;3;2574.84;858.28;9;2024;Mağaza;İstanbul;riskli;1
MUS-10462;63;5;7956.29;1591.26;10;2024;Telefon;Konya;sadık;0
MUS-10924;214;1;170.28;170.28;5;2024;Mağaza;Adana;riskli;1
MUS-12235;226;2;1600.86;800.43;5;2024;Mağaza;Bursa;riskli;1
MUS-12075;8;6;7464.12;1244.02;12;2024;Online;Konya;sadık;0
MUS-10091;186;5;2161.38;432.28;6;2024;Mağaza;Mersin;riskli;1
MUS-11394;6;5;4988.87;997.77;12;2024;Online;İstanbul;sadık;0
MUS-11588;50;3;1221.25;407.08;11;2024;Mağaza;Bursa;riskli;1
MUS-10022;89;2;613.67;306.84;10;2024;Mağaza;Mersin;riskli;1
MUS-11312;4;4;847.76;211.94;12;2024;Online;Gaziantep;riskli;1
MUS-12395;4;4;4700.4;1175.1;12;2024;Telefon;İstanbul;sadık;0
MUS-10975;36;5;7650.09;1530.02;11;2024;Online;Bursa;sadık;0
MUS-12280;6;13;66355.02;5104.23;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11938;46;6;8641.45;1440.24;11;2024;Online;Bursa;sadık;0
MUS-12045;398;2;663.66;331.83;11;2023;Online;Adana;kayıp;1
MUS-11381;2;7;48110.24;6872.89;12;2024;Online;İzmir;şampiyon;0
MUS-10369;397;3;918.27;306.09;11;2023;Online;Kayseri;kayıp;1
MUS-11894;56;3;4761.15;1587.05;11;2024;Telefon;Kayseri;sadık;0
MUS-12220;55;2;675.14;337.57;11;2024;Mağaza;Konya;riskli;1
MUS-11047;37;5;5861.69;1172.34;11;2024;Mağaza;Konya;sadık;0
MUS-10633;13;6;7155.32;1192.55;12;2024;Online;Kayseri;sadık;0
MUS-10361;263;2;65.47;32.73;4;2024;Online;Gaziantep;kayıp;1
MUS-12315;73;8;6906.11;863.26;10;2024;Online;Adana;sadık;0
MUS-12147;30;8;9861.82;1232.73;12;2024;Mağaza;Kayseri;sadık;0
MUS-10558;391;1;462.63;462.63;12;2023;Online;Antalya;riskli;1
MUS-10245;19;5;2291.2;458.24;12;2024;Mağaza;İzmir;riskli;1
MUS-11435;15;8;10314.44;1289.31;12;2024;Online;Gaziantep;sadık;0
MUS-10272;23;4;2409.9;602.48;12;2024;Online;Konya;riskli;1
MUS-10401;30;4;1019.24;254.81;12;2024;Online;İstanbul;riskli;1
MUS-12188;78;2;1172.49;586.25;10;2024;Mağaza;Gaziantep;riskli;1
MUS-10117;11;8;38692.66;4836.58;12;2024;Mağaza;Antalya;şampiyon;0
MUS-10825;0;7;45171.07;6453.01;12;2024;Online;Adana;şampiyon;0
MUS-10332;67;5;5105.3;1021.06;10;2024;Online;Mersin;sadık;0
MUS-10748;22;8;44103.09;5512.89;12;2024;Mağaza;Kayseri;şampiyon;0
MUS-11180;297;2;182.02;91.01;3;2024;Telefon;Bursa;kayıp;1
MUS-11101;361;2;226.61;113.3;1;2024;Mağaza;Gaziantep;kayıp;1
MUS-10822;3;8;49916.46;6239.56;12;2024;Online;Konya;şampiyon;0
MUS-10986;26;2;1624.11;812.06;12;2024;Online;Gaziantep;sadık;0
MUS-12111;84;4;5574.69;1393.67;10;2024;Mağaza;Adana;sadık;0
MUS-10909;185;3;611.6;203.87;6;2024;Telefon;Konya;kayıp;1
MUS-10364;117;2;776.78;388.39;9;2024;Online;Antalya;riskli;1
